5.000000 5.000000 40.000000 5.000000
5.000000 5.000000 5.000000 35.000000
5.000000 35.000000 40.000000 35.000000
40.000000 5.000000 40.000000 18.500000
40.000000 35.000000 40.000000 21.500000
37.000000 20.534937 37.598667 21.036919
37.598667 21.036919 37.449776 20.259678
37.449776 20.259678 37.831810 20.000000
37.831810 20.000000 38.037392 19.401060
38.037392 19.401060 37.079929 19.861559
37.079929 19.861559 37.000000 19.902071
37.000000 19.902071 36.723545 19.521164
36.723545 19.521164 36.713123 19.834372
36.713123 19.834372 35.772659 20.000000
35.772659 20.000000 36.874344 20.072546
36.874344 20.072546 36.487732 20.887278
36.487732 20.887278 37.000000 20.534937
