5.000000 5.000000 40.000000 5.000000
5.000000 5.000000 5.000000 35.000000
5.000000 35.000000 40.000000 35.000000
40.000000 5.000000 40.000000 18.500000
40.000000 35.000000 40.000000 21.500000
35.500000 18.875000 35.875000 18.875000
35.875000 18.875000 35.875000 19.250000
35.875000 19.250000 35.500000 19.250000
35.500000 19.250000 35.500000 18.875000
35.500000 20.000000 35.875000 20.000000
35.875000 20.000000 35.875000 20.375000
35.875000 20.375000 35.500000 20.375000
35.500000 20.375000 35.500000 20.000000
35.500000 21.125000 35.875000 21.125000
35.875000 21.125000 35.875000 21.500000
35.875000 21.500000 35.500000 21.500000
35.500000 21.500000 35.500000 21.125000
35.875000 18.500000 36.250000 18.500000
36.250000 18.500000 36.250000 18.875000
36.250000 18.875000 35.875000 18.875000
35.875000 18.875000 35.875000 18.500000
35.875000 18.875000 36.250000 18.875000
36.250000 18.875000 36.250000 19.250000
36.250000 19.250000 35.875000 19.250000
35.875000 19.250000 35.875000 18.875000
35.875000 20.000000 36.250000 20.000000
36.250000 20.000000 36.250000 20.375000
36.250000 20.375000 35.875000 20.375000
35.875000 20.375000 35.875000 20.000000
35.875000 20.375000 36.250000 20.375000
36.250000 20.375000 36.250000 20.750000
36.250000 20.750000 35.875000 20.750000
35.875000 20.750000 35.875000 20.375000
35.875000 20.750000 36.250000 20.750000
36.250000 20.750000 36.250000 21.125000
36.250000 21.125000 35.875000 21.125000
35.875000 21.125000 35.875000 20.750000
36.250000 18.500000 36.625000 18.500000
36.625000 18.500000 36.625000 18.875000
36.625000 18.875000 36.250000 18.875000
36.250000 18.875000 36.250000 18.500000
36.250000 19.250000 36.625000 19.250000
36.625000 19.250000 36.625000 19.625000
36.625000 19.625000 36.250000 19.625000
36.250000 19.625000 36.250000 19.250000
36.250000 19.625000 36.625000 19.625000
36.625000 19.625000 36.625000 20.000000
36.625000 20.000000 36.250000 20.000000
36.250000 20.000000 36.250000 19.625000
36.250000 20.000000 36.625000 20.000000
36.625000 20.000000 36.625000 20.375000
36.625000 20.375000 36.250000 20.375000
36.250000 20.375000 36.250000 20.000000
36.625000 19.250000 37.000000 19.250000
37.000000 19.250000 37.000000 19.625000
37.000000 19.625000 36.625000 19.625000
36.625000 19.625000 36.625000 19.250000
36.625000 20.000000 37.000000 20.000000
37.000000 20.000000 37.000000 20.375000
37.000000 20.375000 36.625000 20.375000
36.625000 20.375000 36.625000 20.000000
36.625000 21.125000 37.000000 21.125000
37.000000 21.125000 37.000000 21.500000
37.000000 21.500000 36.625000 21.500000
36.625000 21.500000 36.625000 21.125000
37.000000 19.625000 37.375000 19.625000
37.375000 19.625000 37.375000 20.000000
37.375000 20.000000 37.000000 20.000000
37.000000 20.000000 37.000000 19.625000
37.000000 20.375000 37.375000 20.375000
37.375000 20.375000 37.375000 20.750000
37.375000 20.750000 37.000000 20.750000
37.000000 20.750000 37.000000 20.375000
37.000000 21.125000 37.375000 21.125000
37.375000 21.125000 37.375000 21.500000
37.375000 21.500000 37.000000 21.500000
37.000000 21.500000 37.000000 21.125000
37.375000 18.875000 37.750000 18.875000
37.750000 18.875000 37.750000 19.250000
37.750000 19.250000 37.375000 19.250000
37.375000 19.250000 37.375000 18.875000
37.375000 19.250000 37.750000 19.250000
37.750000 19.250000 37.750000 19.625000
37.750000 19.625000 37.375000 19.625000
37.375000 19.625000 37.375000 19.250000
37.375000 20.375000 37.750000 20.375000
37.750000 20.375000 37.750000 20.750000
37.750000 20.750000 37.375000 20.750000
37.375000 20.750000 37.375000 20.375000
37.375000 20.750000 37.750000 20.750000
37.750000 20.750000 37.750000 21.125000
37.750000 21.125000 37.375000 21.125000
37.375000 21.125000 37.375000 20.750000
37.750000 18.500000 38.125000 18.500000
38.125000 18.500000 38.125000 18.875000
38.125000 18.875000 37.750000 18.875000
37.750000 18.875000 37.750000 18.500000
37.750000 18.875000 38.125000 18.875000
38.125000 18.875000 38.125000 19.250000
38.125000 19.250000 37.750000 19.250000
37.750000 19.250000 37.750000 18.875000
37.750000 21.125000 38.125000 21.125000
38.125000 21.125000 38.125000 21.500000
38.125000 21.500000 37.750000 21.500000
37.750000 21.500000 37.750000 21.125000
38.125000 19.250000 38.500000 19.250000
38.500000 19.250000 38.500000 19.625000
38.500000 19.625000 38.125000 19.625000
38.125000 19.625000 38.125000 19.250000
38.125000 19.625000 38.500000 19.625000
38.500000 19.625000 38.500000 20.000000
38.500000 20.000000 38.125000 20.000000
38.125000 20.000000 38.125000 19.625000
38.125000 20.375000 38.500000 20.375000
38.500000 20.375000 38.500000 20.750000
38.500000 20.750000 38.125000 20.750000
38.125000 20.750000 38.125000 20.375000
38.125000 20.750000 38.500000 20.750000
38.500000 20.750000 38.500000 21.125000
38.500000 21.125000 38.125000 21.125000
38.125000 21.125000 38.125000 20.750000
38.125000 21.125000 38.500000 21.125000
38.500000 21.125000 38.500000 21.500000
38.500000 21.500000 38.125000 21.500000
38.125000 21.500000 38.125000 21.125000
