4.000000, 1 
4.500000, 2 
4.950000, 3 
5.200000, 4 
5.400000, 5 
5.700000, 6 
5.800000, 7 
6.050000, 8 
6.350000, 9 
6.700000, 10 
7.200000, 11 
7.250000, 12 
7.400000, 13 
7.450000, 14 
7.600000, 15 
7.750000, 16 
8.050000, 17 
8.100000, 18 
8.200000, 19 
8.350000, 20 
8.400001, 21 
8.500000, 22 
8.650001, 23 
8.750000, 24 
9.000000, 25 
9.150001, 26 
9.150001, 27 
9.350000, 28 
9.450000, 29 
9.500000, 30 
9.600000, 31 
9.650001, 32 
9.750000, 33 
9.850000, 34 
10.050000, 35 
10.100000, 36 
10.150001, 37 
10.150001, 38 
10.250000, 39 
10.450000, 40 
10.450000, 41 
10.700000, 42 
10.700000, 43 
10.900001, 44 
10.950000, 45 
11.000000, 46 
11.200000, 47 
11.250000, 48 
11.300000, 49 
11.350000, 50 
11.500000, 51 
11.550000, 52 
11.750000, 53 
11.800000, 54 
11.950000, 55 
12.050000, 56 
12.100000, 57 
12.250000, 58 
12.250000, 59 
12.450000, 60 
12.500000, 61 
12.550000, 62 
12.700000, 63 
12.850000, 64 
12.850000, 65 
13.000000, 66 
13.050000, 67 
13.400001, 68 
13.550000, 69 
13.900001, 70 
13.950000, 71 
14.200000, 72 
14.250000, 73 
14.400001, 74 
14.500000, 75 
14.700000, 76 
14.850000, 77 
14.900001, 78 
14.900001, 79 
15.150001, 80 
15.350000, 81 
15.400001, 82 
