4.988456, 1 
4.916144, 2 
4.659968, 3 
4.732342, 4 
4.401258, 5 
4.240435, 6 
4.190557, 7 
4.434710, 8 
4.325216, 9 
4.002675, 10 
4.152306, 11 
3.945613, 12 
4.031859, 13 
3.818638, 14 
3.868060, 15 
3.912530, 16 
3.813143, 17 
3.691874, 18 
3.590509, 19 
3.668738, 20 
3.616041, 21 
3.614594, 22 
3.399501, 23 
3.468630, 24 
3.449846, 25 
3.122678, 26 
3.531871, 27 
3.364863, 28 
3.311105, 29 
3.235504, 30 
